incident_id,timestamp,attack_type,target_system,severity,confidence_score,affected_users,country,remediation_status,target_label
1500,2025-09-06 05:43:00,Adversarial Example,Image Classifier,2,0.76,1605,China,In Progress,malicious
1501,2025-09-29 00:35:00,Prompt Injection,Recommendation Engine,2,0.83,4210,USA,In Progress,malicious
1502,2025-09-24 06:16:00,Data Poisoning,Chatbot,1,0.91,,USA,Open,malicious
1503,2025-09-17 08:28:00,Data Poisoning,Fraud Detection,1,0.63,4071,Germany,In Progress,malicious
1504,2025-09-20 00:24:00,Adversarial Example,Chatbot,4,0.65,4302,Brazil,Open,malicious
1505,2025-09-27 21:56:00,Data Poisoning,Fraud Detection,5,0.5,3694,USA,Open,malicious
1506,2025-09-14 02:48:00,Model Evasion,Chatbot,4,0.98,2350,Germany,In Progress,malicious
1507,2025-09-25 19:35:00,Model Evasion,Fraud Detection,1,0.96,4207,Brazil,Open,malicious
1508,2025-09-13 03:46:00,Data Poisoning,Fraud Detection,3,0.88,1440,India,Open,malicious
1509,2025-09-15 05:03:00,Model Evasion,Fraud Detection,1,0.54,3626,China,In Progress,malicious
1510,2025-09-13 11:15:00,Data Poisoning,Fraud Detection,1,0.72,,Germany,Closed,malicious
1511,2025-09-27 06:41:00,Data Poisoning,Fraud Detection,4,0.55,3711,USA,,malicious
1512,2025-09-04 13:04:00,Data Poisoning,Fraud Detection,3,0.51,184,China,Open,malicious
1513,2025-09-25 05:51:00,Adversarial Example,Fraud Detection,1,0.81,4996,USA,Open,malicious
1514,2025-09-17 02:30:00,Data Poisoning,Fraud Detection,1,0.98,220,USA,In Progress,malicious
1515,2025-09-06 02:37:00,Adversarial Example,Fraud Detection,99,0.95,3188,China,,malicious
1516,2025-09-23 13:19:00,Data Poisoning,Chatbot,1,0.85,1093,USA,,malicious
1517,2025-09-26 03:28:00,Data Poisoning,Image Classifier,3,0.55,2945,Germany,Open,malicious
1518,2025-09-14 23:50:00,Data Poisoning,Fraud Detection,3,0.64,2474,China,In Progress,malicious
1519,2025-09-04 22:04:00,Model Evasion,Image Classifier,1,0.66,2615,China,Closed,malicious
1520,2025-09-03 00:34:00,Adversarial Example,Fraud Detection,1,0.88,2012,USA,,benign
1521,2025-09-15 19:52:00,Adversarial Example,Fraud Detection,2,0.9,2490,USA,Closed,malicious
1522,2025-09-10 23:57:00,Data Poisoning,Chatbot,4,0.69,600,China,In Progress,malicious
1523,2025-09-29 20:35:00,Data Poisoning,Recommendation Engine,3,0.71,1160,Brazil,Closed,malicious
1524,2025-09-01 12:08:00,Model Evasion,Recommendation Engine,4,0.52,4599,USA,In Progress,malicious
1525,2025-09-01 11:38:00,Model Evasion,Chatbot,99,0.64,4313,USA,Open,malicious
1526,2025-09-28 17:54:00,Model Evasion,Image Classifier,4,0.73,2735,Russia,Closed,malicious
1527,2025-09-10 16:03:00,Adversarial Example,Recommendation Engine,3,0.56,2218,USA,Open,malicious
1528,2025-09-12 15:39:00,Adversarial Example,Chatbot,3,0.73,4707,Russia,Open,malicious
1529,2025-09-06 03:20:00,Adversarial Example,Chatbot,4,0.93,1152,China,In Progress,malicious
1530,2025-09-17 23:46:00,Data Poisoning,Recommendation Engine,4,0.79,56,China,Closed,malicious
1531,2025-09-26 15:39:00,Adversarial Example,Image Classifier,3,0.54,1204,USA,,malicious
1532,2025-09-04 00:40:00,Prompt Injection,Chatbot,4,0.6,4341,USA,Closed,malicious
1533,2025-09-25 11:50:00,Prompt Injection,Fraud Detection,1,0.74,143,USA,,malicious
1534,2025-09-12 21:01:00,Model Evasion,Image Classifier,3,0.68,367,Russia,Open,malicious
1535,2025-09-23 10:27:00,Adversarial Example,Image Classifier,2,0.68,1482,Germany,Open,malicious
1536,2025-09-04 19:26:00,Prompt Injection,Recommendation Engine,1,0.76,615,Germany,In Progress,benign
1537,2025-09-06 18:55:00,Model Evasion,Recommendation Engine,1,0.79,3638,India,,malicious
1538,2025-09-15 20:04:00,Adversarial Example,Fraud Detection,4,0.9,,USA,Closed,malicious
1539,2025-09-26 20:59:00,Data Poisoning,Chatbot,3,high,3227,Germany,In Progress,malicious
1540,2025-09-17 08:56:00,Prompt Injection,Recommendation Engine,2,0.9,1588,China,In Progress,malicious
1541,2025-09-22 23:47:00,Data Poisoning,Recommendation Engine,3,0.67,2489,India,In Progress,malicious
1542,2025-09-08 17:30:00,Adversarial Example,Image Classifier,3,0.53,3003,USA,Closed,malicious
1543,2025-09-16 06:12:00,Prompt Injection,Recommendation Engine,2,0.78,698,Germany,In Progress,malicious
1544,2025-09-29 01:39:00,Adversarial Example,Recommendation Engine,4,0.79,4971,Russia,Closed,malicious
1545,2025-09-01 19:27:00,Data Poisoning,Recommendation Engine,4,0.97,2823,China,In Progress,malicious
1546,,Prompt Injection,Recommendation Engine,4,0.86,944,USA,,malicious
1547,2025-09-01 17:42:00,Data Poisoning,Image Classifier,4,0.96,3881,China,Open,malicious
1548,2025-09-13 21:00:00,Adversarial Example,Fraud Detection,3,0.95,922,USA,,malicious
1549,2025-09-17 20:04:00,Adversarial Example,Fraud Detection,1,0.8,1746,Germany,,malicious
1550,2025-09-15 23:05:00,Data Poisoning,Chatbot,2,0.76,500000,Brazil,In Progress,benign
1551,2025-09-16 01:29:00,Prompt Injection,Recommendation Engine,1,0.78,2853,China,,benign
1552,2025-09-08 18:14:00,Data Poisoning,Image Classifier,5,0.99,1559,China,,malicious
1553,2025-09-16 22:05:00,Adversarial Example,Chatbot,1,0.89,1083,Germany,,malicious
1554,2025-09-27 00:57:00,Data Poisoning,Chatbot,1,0.55,3538,USA,In Progress,malicious
1555,2025-09-07 11:48:00,Adversarial Example,Fraud Detection,5,0.89,433,USA,Closed,malicious
1556,2025-09-17 11:14:00,Data Poisoning,Image Classifier,5,0.59,2926,Russia,Open,malicious
1557,2025-09-27 11:02:00,Prompt Injection,Image Classifier,4,0.72,1089,Germany,Open,malicious
1558,2025-09-07 04:44:00,Prompt Injection,Image Classifier,1,0.61,,USA,Closed,malicious
1559,2025-09-26 18:18:00,Data Poisoning,Fraud Detection,1,0.84,2612,USA,Closed,malicious
1560,2025-09-17 22:34:00,Data Poisoning,Fraud Detection,2,0.94,4191,Germany,,malicious
1561,2025-09-05 17:21:00,Prompt Injection,Fraud Detection,1,0.65,3759,India,Open,malicious
1562,2025-09-27 02:54:00,Adversarial Example,Fraud Detection,1,0.54,4263,India,Closed,malicious
1563,2025-09-05 16:11:00,Prompt Injection,Fraud Detection,3,0.65,2089,USA,,malicious
1564,2025-09-17 09:45:00,Adversarial Example,Recommendation Engine,5,0.84,1902,Russia,Open,malicious
1565,2025-09-13 00:57:00,Data Poisoning,Recommendation Engine,2,0.66,2567,China,In Progress,malicious
1566,2025-09-25 12:27:00,Data Poisoning,Image Classifier,4,0.64,1998,Germany,In Progress,malicious
1567,2025-09-05 21:36:00,Adversarial Example,Chatbot,4,0.59,3114,China,Open,malicious
1568,2025-09-08 23:56:00,Data Poisoning,Image Classifier,2,0.75,2994,USA,Open,malicious
1569,2025-09-02 01:42:00,Adversarial Example,Chatbot,4,0.64,2010,Brazil,In Progress,malicious
1570,2025-09-16 01:17:00,Model Evasion,Fraud Detection,2,0.87,4844,USA,In Progress,malicious
1571,2025-09-28 03:21:00,Prompt Injection,Chatbot,1,0.54,1891,USA,Open,malicious
1572,2025-09-20 03:29:00,Model Evasion,Image Classifier,4,0.83,830,India,,malicious
1573,2025-09-17 04:42:00,Adversarial Example,Image Classifier,1,0.62,48,Germany,Closed,malicious
1574,2025-09-14 05:45:00,Prompt Injection,Chatbot,99,0.74,4210,India,Closed,malicious
1575,2025-09-13 10:44:00,Adversarial Example,Recommendation Engine,2,0.64,1178,China,Open,malicious
1576,2025-09-16 15:56:00,Prompt Injection,Fraud Detection,3,0.86,3033,USA,Closed,malicious
1577,2025-09-19 17:22:00,Prompt Injection,Fraud Detection,3,0.97,70,Russia,In Progress,malicious
1578,2025-09-20 15:35:00,Prompt Injection,Image Classifier,1,0.96,66,USA,In Progress,malicious
1579,2025-09-10 14:07:00,Prompt Injection,Recommendation Engine,1,0.79,1777,Russia,Closed,malicious
1580,2025-09-30 09:48:00,Adversarial Example,Chatbot,4,0.73,2228,USA,Open,malicious
1581,2025-09-19 08:32:00,Prompt Injection,Fraud Detection,5,0.91,1789,India,In Progress,malicious
1582,2025-09-13 07:49:00,Prompt Injection,Recommendation Engine,5,0.84,612,USA,,benign
1583,2025-09-29 18:59:00,Model Evasion,Fraud Detection,3,0.59,1886,China,,malicious
1584,2025-09-19 05:36:00,Data Poisoning,Recommendation Engine,4,0.91,1622,Russia,In Progress,malicious
1585,2025-09-28 23:02:00,Data Poisoning,Recommendation Engine,4,0.71,696,China,In Progress,malicious
1586,2025-09-26 18:00:00,Model Evasion,Image Classifier,4,0.59,1237,Germany,Closed,malicious
1587,2025-09-01 22:04:00,Model Evasion,Fraud Detection,3,0.64,2406,India,Open,malicious
1588,2025-09-18 20:51:00,Adversarial Example,Chatbot,4,0.63,248,Germany,Closed,malicious
1589,2025-09-25 22:29:00,Adversarial Example,Image Classifier,5,0.76,637,Russia,Open,malicious
1590,2025-09-17 12:43:00,Adversarial Example,Image Classifier,3,0.62,949,China,,malicious
1591,,Model Evasion,Chatbot,5,0.56,1904,USA,,malicious
1592,2025-09-25 00:18:00,Model Evasion,Image Classifier,3,0.56,3587,USA,Open,malicious
1593,2025-09-05 13:48:00,Prompt Injection,Recommendation Engine,1,0.79,1111,USA,Closed,benign
1594,2025-09-27 10:29:00,Adversarial Example,Recommendation Engine,1,0.87,175,USA,In Progress,malicious
1595,2025-09-19 14:30:00,Adversarial Example,Fraud Detection,2,0.66,722,China,Open,malicious
1596,2025-09-18 13:29:00,Adversarial Example,Fraud Detection,3,0.52,3842,USA,Closed,malicious
1597,2025-09-20 13:38:00,Data Poisoning,Chatbot,5,0.56,3674,USA,,benign
1598,2025-09-20 22:30:00,Prompt Injection,Fraud Detection,1,0.96,4866,USA,In Progress,malicious
1599,2025-09-11 18:05:00,Adversarial Example,Recommendation Engine,5,0.75,1947,India,,malicious
1600,2025-09-15 08:12:00,Adversarial Example,Chatbot,5,0.73,702,China,Open,malicious
1601,2025-09-04 07:08:00,Adversarial Example,Chatbot,1,0.52,2128,USA,,malicious
1602,2025-09-15 17:53:00,Data Poisoning,Fraud Detection,5,0.86,926,Russia,,benign
1603,2025-09-07 13:15:00,Data Poisoning,Recommendation Engine,99,0.76,4233,USA,Open,malicious
1604,2025-09-03 13:49:00,Model Evasion,Chatbot,4,0.6,,Brazil,In Progress,malicious
1605,2025-09-22 01:55:00,Prompt Injection,Recommendation Engine,4,0.56,2517,Germany,Open,malicious
1606,2025-09-10 02:36:00,Model Evasion,Recommendation Engine,99,0.69,2397,USA,Closed,malicious
1607,2025-09-18 16:30:00,Prompt Injection,Recommendation Engine,4,0.92,1149,Germany,Open,malicious
1608,2025-09-30 09:44:00,Data Poisoning,Fraud Detection,2,0.93,3380,India,Open,malicious
1609,2025-09-30 19:18:00,Adversarial Example,Image Classifier,5,0.8,,China,In Progress,malicious
1610,2025-09-28 06:58:00,Model Evasion,Image Classifier,4,0.86,1253,Russia,Closed,malicious
1611,2025-09-30 19:56:00,Adversarial Example,Chatbot,3,0.56,1483,USA,,benign
1612,2025-09-11 04:43:00,Model Evasion,Recommendation Engine,2,0.79,309,USA,,malicious
1613,2025-09-01 08:24:00,Data Poisoning,Fraud Detection,4,0.83,3952,USA,,malicious
1614,2025-09-24 14:22:00,Data Poisoning,Recommendation Engine,1,0.6,3049,USA,,malicious
1615,2025-09-24 19:39:00,Data Poisoning,Recommendation Engine,5,0.94,1564,USA,In Progress,malicious
1616,2025-09-20 10:56:00,Model Evasion,Fraud Detection,2,0.6,1500,Russia,Closed,malicious
1617,2025-09-17 15:20:00,Prompt Injection,Image Classifier,1,0.66,4865,USA,In Progress,malicious
1618,2025-09-24 07:51:00,Model Evasion,Recommendation Engine,3,0.81,15,China,Open,malicious
1619,2025-09-13 00:32:00,Prompt Injection,Recommendation Engine,1,0.82,605,China,Closed,malicious
1620,2025-09-27 05:57:00,Model Evasion,Image Classifier,4,0.85,1381,Russia,Closed,malicious
1621,2025-09-02 11:05:00,Model Evasion,Fraud Detection,5,high,4908,Brazil,,malicious
1622,2025-09-26 06:35:00,Data Poisoning,Chatbot,5,0.92,3383,India,,malicious
1623,2025-09-16 18:20:00,Adversarial Example,Image Classifier,1,0.77,894,Brazil,,malicious
1624,2025-09-25 01:00:00,Adversarial Example,Chatbot,1,0.74,,India,,malicious
1625,2025-09-27 03:58:00,Prompt Injection,Chatbot,5,0.99,413,Brazil,Open,malicious
1626,2025-09-15 06:39:00,Adversarial Example,Image Classifier,5,0.87,4120,Germany,,benign
1627,2025-09-20 02:29:00,Model Evasion,Recommendation Engine,3,0.56,2004,USA,In Progress,malicious
1628,2025-09-20 08:20:00,Model Evasion,Chatbot,3,0.88,315,China,Closed,malicious
1629,2025-09-08 15:23:00,Data Poisoning,Chatbot,2,0.55,4666,Germany,Open,malicious
1630,2025-09-16 02:12:00,Data Poisoning,Fraud Detection,5,0.51,4820,USA,Open,malicious
1631,2025-09-18 22:26:00,Adversarial Example,Recommendation Engine,4,0.7,3055,USA,Closed,malicious
1632,2025-09-22 01:54:00,Prompt Injection,Chatbot,2,1.0,1849,China,Closed,malicious
1633,2025-09-10 14:43:00,Adversarial Example,Fraud Detection,2,0.59,1953,Russia,Closed,malicious
1634,,Adversarial Example,Recommendation Engine,5,0.84,388,USA,Open,malicious
1635,2025-09-13 06:00:00,Adversarial Example,Image Classifier,1,0.59,2769,India,In Progress,malicious
1636,2025-09-27 16:13:00,Adversarial Example,Image Classifier,2,0.86,4539,Germany,In Progress,benign
1637,2025-09-30 09:56:00,Model Evasion,Fraud Detection,3,0.75,3046,Brazil,Closed,malicious
1638,2025-09-29 08:21:00,Prompt Injection,Image Classifier,1,0.84,2415,Russia,Open,malicious
1639,2025-09-03 07:30:00,Model Evasion,Chatbot,1,0.6,2389,India,,malicious
1640,2025-09-14 06:07:00,Prompt Injection,Recommendation Engine,5,0.87,303,China,Open,malicious
1641,2025-09-29 18:30:00,Data Poisoning,Chatbot,5,1.0,763,USA,Closed,malicious
1642,2025-09-18 00:24:00,Adversarial Example,Chatbot,5,0.83,1973,China,Open,malicious
1643,2025-09-05 22:34:00,Model Evasion,Image Classifier,5,0.75,815,India,Open,malicious
1644,2025-09-10 06:03:00,Prompt Injection,Chatbot,3,0.96,877,Russia,Open,malicious
1645,2025-09-24 16:41:00,Data Poisoning,Image Classifier,5,0.51,,India,,malicious
1646,2025-09-08 14:55:00,Data Poisoning,Recommendation Engine,3,0.86,2326,USA,Closed,malicious
1647,2025-09-08 15:43:00,Adversarial Example,Recommendation Engine,4,0.94,2429,China,Closed,malicious
1648,2025-09-15 21:27:00,Prompt Injection,Chatbot,99,0.53,2060,USA,Closed,malicious
1649,2025-09-18 07:33:00,Model Evasion,Fraud Detection,2,0.73,4398,USA,In Progress,malicious
1650,2025-09-17 15:19:00,Adversarial Example,Image Classifier,3,high,,USA,In Progress,malicious
1651,2025-09-01 11:07:00,Model Evasion,Image Classifier,3,0.78,4255,USA,Closed,malicious
1652,2025-09-21 15:03:00,Data Poisoning,Chatbot,1,0.82,2201,India,Open,benign
1653,2025-09-07 11:37:00,Model Evasion,Image Classifier,1,0.65,3597,USA,Open,malicious
1654,2025-09-26 08:07:00,Model Evasion,Image Classifier,5,0.73,1203,USA,Closed,malicious
1655,2025-09-14 06:49:00,Adversarial Example,Fraud Detection,5,0.64,2424,Brazil,,malicious
1656,2025-09-28 22:51:00,Model Evasion,Fraud Detection,3,0.68,3875,USA,,malicious
1657,2025-09-23 04:01:00,Adversarial Example,Chatbot,1,0.58,2823,USA,Open,malicious
1658,2025-09-24 03:07:00,Data Poisoning,Fraud Detection,1,0.94,3285,USA,Open,malicious
1659,2025-09-19 23:55:00,Adversarial Example,Chatbot,5,0.51,2063,USA,In Progress,malicious
1660,2025-09-27 04:52:00,Adversarial Example,Recommendation Engine,3,0.94,1979,USA,,malicious
1661,2025-09-04 08:35:00,Prompt Injection,Chatbot,2,0.79,4348,USA,Open,malicious
1662,2025-09-14 23:59:00,Model Evasion,Recommendation Engine,3,0.67,3131,China,Open,malicious
1663,2025-09-27 22:50:00,Data Poisoning,Chatbot,2,0.86,3092,USA,Closed,malicious
1664,2025-09-28 20:00:00,Adversarial Example,Image Classifier,3,0.75,4826,USA,In Progress,malicious
1665,2025-09-27 10:48:00,Data Poisoning,Fraud Detection,5,0.75,3664,Russia,,malicious
1666,2025-09-10 04:16:00,Prompt Injection,Recommendation Engine,3,0.56,2336,China,,malicious
1667,2025-09-25 16:27:00,Model Evasion,Chatbot,4,0.69,,Russia,In Progress,malicious
1668,2025-09-22 20:31:00,Adversarial Example,Fraud Detection,2,0.62,497,China,Open,malicious
1669,2025-09-13 00:28:00,Model Evasion,Chatbot,4,0.51,3817,USA,,malicious
1670,2025-09-20 02:52:00,Prompt Injection,Fraud Detection,4,0.68,4643,India,,malicious
1671,2025-09-24 20:29:00,Prompt Injection,Fraud Detection,1,0.54,131,USA,,malicious
1672,2025-09-04 23:13:00,Data Poisoning,Chatbot,3,0.63,857,USA,Closed,benign
1673,2025-09-04 08:04:00,Adversarial Example,Recommendation Engine,2,0.55,,Germany,In Progress,malicious
1674,2025-09-08 00:56:00,Data Poisoning,Recommendation Engine,5,0.55,29,China,,malicious
1675,2025-09-01 00:09:00,Prompt Injection,Image Classifier,3,0.6,3396,India,In Progress,malicious
1676,2025-09-14 08:55:00,Model Evasion,Fraud Detection,99,1.0,4604,Russia,Open,malicious
1677,2025-09-17 12:33:00,Data Poisoning,Image Classifier,1,0.5,1260,USA,In Progress,malicious
1678,2025-09-21 12:28:00,Data Poisoning,Image Classifier,4,0.82,1558,China,Closed,malicious
1679,2025-09-27 07:32:00,Model Evasion,Chatbot,4,0.57,15,China,Closed,benign
1680,2025-09-01 16:55:00,Data Poisoning,Chatbot,4,0.96,3605,Brazil,In Progress,malicious
1681,2025-09-20 05:52:00,Model Evasion,Chatbot,2,0.55,1607,India,Closed,malicious
1682,2025-09-25 06:41:00,Adversarial Example,Fraud Detection,3,0.98,3517,Russia,,malicious
1683,2025-09-06 20:15:00,Model Evasion,Chatbot,4,0.81,2016,USA,Closed,malicious
1684,2025-09-17 13:13:00,Adversarial Example,Chatbot,2,0.5,3574,India,Open,malicious
1685,2025-09-03 21:18:00,Model Evasion,Fraud Detection,2,0.95,1743,USA,In Progress,malicious
1686,2025-09-15 02:29:00,Prompt Injection,Fraud Detection,3,0.76,3791,USA,In Progress,malicious
1687,2025-09-05 20:10:00,Prompt Injection,Recommendation Engine,3,0.63,3634,Russia,Open,malicious
1688,2025-09-05 19:38:00,Adversarial Example,Chatbot,2,0.88,1088,USA,Open,malicious
1689,2025-09-15 16:48:00,Adversarial Example,Chatbot,2,0.96,1361,Brazil,Open,malicious
1690,2025-09-15 03:44:00,Prompt Injection,Chatbot,2,0.74,3372,USA,Open,malicious
1691,2025-09-13 12:17:00,Adversarial Example,Recommendation Engine,4,0.66,4473,India,,malicious
1692,2025-09-08 04:24:00,Model Evasion,Chatbot,4,0.89,475,USA,Closed,malicious
1693,2025-09-28 19:14:00,Model Evasion,Recommendation Engine,5,0.84,1289,USA,Closed,malicious
1694,2025-09-07 01:02:00,Prompt Injection,Image Classifier,5,0.94,328,USA,,malicious
1695,2025-09-01 06:24:00,Data Poisoning,Recommendation Engine,3,0.85,4044,China,Open,benign
1696,2025-09-01 06:44:00,Model Evasion,Image Classifier,1,0.62,1839,USA,In Progress,malicious
1697,2025-09-29 10:23:00,Adversarial Example,Chatbot,1,0.97,1186,Germany,In Progress,malicious
1698,2025-09-21 06:29:00,Data Poisoning,Image Classifier,2,0.55,4533,USA,In Progress,malicious
1699,2025-09-09 20:43:00,Data Poisoning,Recommendation Engine,5,0.63,3414,USA,Open,malicious
1700,2025-09-13 18:24:00,Model Evasion,Fraud Detection,3,0.76,3536,USA,,malicious
1701,2025-09-23 15:26:00,Model Evasion,Image Classifier,2,0.78,1773,China,,malicious
1702,2025-09-07 20:20:00,Data Poisoning,Image Classifier,3,0.51,2063,India,,malicious
1703,2025-09-27 21:57:00,Data Poisoning,Chatbot,3,0.89,1844,Russia,Closed,malicious
1704,2025-09-11 11:46:00,Prompt Injection,Recommendation Engine,4,0.68,4963,USA,Closed,malicious
1705,2025-09-17 08:54:00,Adversarial Example,Image Classifier,1,0.7,2558,China,Closed,malicious
1706,2025-09-17 08:04:00,Prompt Injection,Image Classifier,5,0.9,1262,India,Closed,malicious
1707,2025-09-03 12:36:00,Model Evasion,Image Classifier,3,0.69,3291,USA,In Progress,malicious
1708,2025-09-08 13:56:00,Prompt Injection,Image Classifier,1,0.52,1018,China,In Progress,malicious
1709,2025-09-04 08:09:00,Prompt Injection,Fraud Detection,5,0.59,1789,China,,malicious
1710,2025-09-23 08:41:00,Prompt Injection,Recommendation Engine,1,0.98,3524,USA,Closed,malicious
1711,2025-09-10 08:16:00,Prompt Injection,Chatbot,5,0.54,3504,USA,,malicious
1712,2025-09-27 22:05:00,Adversarial Example,Chatbot,99,0.68,806,USA,Open,malicious
1713,2025-09-25 04:16:00,Adversarial Example,Fraud Detection,4,0.75,2666,Germany,Closed,malicious
1714,2025-09-12 21:00:00,Data Poisoning,Recommendation Engine,4,0.75,404,USA,Closed,malicious
1715,2025-09-16 05:49:00,Model Evasion,Image Classifier,2,0.5,593,USA,,malicious
1716,2025-09-04 03:44:00,Prompt Injection,Fraud Detection,5,0.75,3949,USA,,malicious
1717,2025-09-27 05:04:00,Data Poisoning,Recommendation Engine,3,0.69,4107,USA,Open,malicious
1718,2025-09-30 17:03:00,Data Poisoning,Image Classifier,4,0.99,3280,USA,,malicious
1719,2025-09-19 12:17:00,Data Poisoning,Fraud Detection,5,0.58,2212,Russia,Closed,malicious
1720,2025-09-26 03:07:00,Adversarial Example,Recommendation Engine,5,0.68,1542,USA,In Progress,malicious
1721,2025-09-06 00:39:00,Prompt Injection,Chatbot,5,0.71,613,Germany,Open,malicious
1722,2025-09-11 01:29:00,Prompt Injection,Chatbot,2,0.7,868,USA,Open,malicious
1723,2025-09-30 22:45:00,Model Evasion,Recommendation Engine,5,0.83,811,Germany,Closed,malicious
1724,2025-09-20 19:38:00,Prompt Injection,Chatbot,4,0.61,1822,China,In Progress,malicious
1725,2025-09-23 06:09:00,Prompt Injection,Recommendation Engine,5,0.61,4862,USA,,malicious
1726,2025-09-26 18:51:00,Data Poisoning,Image Classifier,4,0.86,4177,India,,malicious
1727,2025-09-30 19:44:00,Model Evasion,Recommendation Engine,2,0.75,1744,China,In Progress,malicious
1728,2025-09-06 20:27:00,Prompt Injection,Image Classifier,2,0.71,2256,India,In Progress,malicious
1729,2025-09-29 17:08:00,Adversarial Example,Fraud Detection,3,0.58,4042,China,Closed,malicious
1730,2025-09-17 20:45:00,Prompt Injection,Recommendation Engine,4,0.59,3667,Brazil,,malicious
1731,2025-09-27 03:06:00,Data Poisoning,Fraud Detection,2,0.51,521,India,Closed,malicious
1732,2025-09-30 17:28:00,Adversarial Example,Chatbot,3,0.55,1525,Brazil,,malicious
1733,2025-09-16 22:08:00,Data Poisoning,Image Classifier,2,0.78,1469,China,,malicious
1734,2025-09-14 07:58:00,Prompt Injection,Recommendation Engine,5,0.95,2675,China,In Progress,malicious
1735,2025-09-14 17:18:00,Adversarial Example,Fraud Detection,3,0.64,1513,India,Closed,malicious
1736,2025-09-11 14:14:00,Model Evasion,Image Classifier,1,0.66,4876,Russia,In Progress,malicious
1737,2025-09-01 20:52:00,Model Evasion,Image Classifier,1,0.56,1451,Brazil,Closed,malicious
1738,2025-09-28 14:44:00,Adversarial Example,Chatbot,1,0.69,4654,USA,,malicious
1739,2025-09-09 10:53:00,Adversarial Example,Chatbot,3,0.52,3430,India,Open,malicious
1740,2025-09-27 00:01:00,Data Poisoning,Image Classifier,1,0.96,3007,USA,Open,malicious
1741,2025-09-19 12:58:00,Adversarial Example,Image Classifier,1,0.84,3124,China,Closed,malicious
1742,2025-09-11 23:01:00,Data Poisoning,Recommendation Engine,5,1.0,1753,USA,Closed,benign
1743,2025-09-10 01:31:00,Prompt Injection,Image Classifier,5,0.94,4955,USA,In Progress,malicious
1744,2025-09-28 12:49:00,Data Poisoning,Recommendation Engine,3,0.74,1612,Russia,,malicious
1745,2025-09-05 19:49:00,Adversarial Example,Image Classifier,99,0.76,3275,USA,Open,malicious
1746,2025-09-30 08:49:00,Adversarial Example,Chatbot,1,0.6,555,Germany,In Progress,malicious
1747,2025-09-06 13:37:00,Prompt Injection,Recommendation Engine,4,0.73,4251,China,Closed,malicious
1748,2025-09-05 19:41:00,Adversarial Example,Fraud Detection,4,0.95,2049,USA,,benign
1749,2025-09-19 00:14:00,Adversarial Example,Chatbot,3,0.53,,USA,In Progress,malicious
1750,2025-09-17 05:46:00,Model Evasion,Recommendation Engine,3,0.93,2849,China,In Progress,malicious
1751,2025-09-08 02:09:00,Model Evasion,Recommendation Engine,3,0.67,3030,USA,Closed,malicious
1752,2025-09-13 07:15:00,Prompt Injection,Fraud Detection,3,0.95,1081,India,,malicious
1753,2025-09-21 02:00:00,Data Poisoning,Recommendation Engine,4,0.97,3325,Brazil,Open,malicious
1754,2025-09-23 00:23:00,Model Evasion,Image Classifier,1,0.84,492,USA,In Progress,malicious
1755,2025-09-30 09:18:00,Data Poisoning,Fraud Detection,2,0.83,4764,USA,Closed,malicious
1756,2025-09-04 05:17:00,Adversarial Example,Chatbot,2,0.73,74,China,In Progress,benign
1757,2025-09-04 08:54:00,Model Evasion,Chatbot,2,0.92,2991,Germany,Closed,malicious
1758,2025-09-30 22:08:00,Prompt Injection,Image Classifier,3,0.98,3360,USA,Closed,malicious
1759,2025-09-27 03:40:00,Prompt Injection,Chatbot,1,0.89,370,USA,Closed,malicious
1760,2025-09-28 15:31:00,Prompt Injection,Recommendation Engine,5,0.81,4682,China,,malicious
1761,2025-09-14 18:56:00,Model Evasion,Recommendation Engine,2,0.8,328,Brazil,Open,malicious
1762,2025-09-16 03:53:00,Data Poisoning,Image Classifier,1,0.92,4685,USA,,malicious
1763,2025-09-14 20:43:00,Adversarial Example,Chatbot,4,0.77,1790,China,Open,malicious
1764,2025-09-26 15:32:00,Data Poisoning,Chatbot,1,0.9,776,Brazil,Closed,malicious
1765,2025-09-19 20:49:00,Data Poisoning,Image Classifier,4,0.75,2022,Germany,Open,malicious
1766,2025-09-06 12:21:00,Adversarial Example,Fraud Detection,4,0.53,4674,Germany,,malicious
1767,2025-09-10 23:48:00,Adversarial Example,Chatbot,2,0.69,4316,China,In Progress,malicious
1768,2025-09-04 20:49:00,Model Evasion,Fraud Detection,1,0.72,1187,Brazil,,malicious
1769,2025-09-03 23:40:00,Model Evasion,Chatbot,2,0.57,1503,Germany,,malicious
1770,2025-09-28 02:37:00,Model Evasion,Chatbot,1,0.55,3291,Russia,,malicious
1771,2025-09-26 09:46:00,Model Evasion,Chatbot,1,0.77,3325,Germany,,malicious
1772,2025-09-09 08:15:00,Model Evasion,Chatbot,2,0.54,187,Germany,,malicious
1773,2025-09-05 08:14:00,Adversarial Example,Recommendation Engine,2,0.65,1214,USA,Open,malicious
1774,2025-09-12 21:44:00,Data Poisoning,Fraud Detection,3,high,3286,USA,Open,malicious
1775,2025-09-17 19:34:00,Model Evasion,Fraud Detection,4,0.98,3446,India,In Progress,malicious
1776,2025-09-28 20:38:00,Model Evasion,Chatbot,3,0.86,1109,USA,,malicious
1777,2025-09-11 13:03:00,Data Poisoning,Chatbot,1,1.0,2521,China,,malicious
1778,2025-09-05 07:58:00,Model Evasion,Fraud Detection,1,0.85,4939,USA,In Progress,malicious
