Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
7/27/2012 21:00,21.4,16.6,74,4,25,100.86,Mainly Clear
4/15/2012 5:00,9.9,4.5,69,6,25,100.72,Clear
7/26/2012 7:00,19.4,16,,7,24.1,100,Cloudy
4/7/2012 12:00,6.6,-8.1,,11,48.3,101.47,Mostly Cloudy
5/18/2012 14:00,20.1,2.6,31,22,48.3,101.73,Mostly Cloudy
12/14/2012 19:00,1.8,-3.6,67,19,25,101.76,Mostly Cloudy
11/1/2012 20:00,6.7,4.8,88,24,25,99.33,Rain
7/18/2012 19:00,21.5,10.7,50,17,48.3,100.98,Mainly Clear
1/8/2012 14:00,-6.5,-12,,19,24.1,101.97,Mostly Cloudy
7/27/2012 8:00,20.2,,69,13,24.1,,Mostly Cloudy
1/4/2012 16:00,-9.4,-15.5,61,13,19.3,100.79,Snow
7/30/2012 15:00,29,13.5,39,17,48.3,101.1,Cloudy
9/24/2012 19:00,13.8,5.6,,33,25,101.05,Mainly Clear
9/29/2012 22:00,10.6,9.9,95,20,9.7,101.08,"Drizzle,Fog"
7/19/2012 12:00,21.5,10,48,6,48.3,101.29,Mostly Cloudy
9/8/2012 1:00,20.5,16.6,78,6,25,100.21,Cloudy
6/18/2012 7:00,19.3,13.4,69,17,48.3,101.16,Mostly Cloudy
8/30/2012 18:00,26.6,16.3,53,35,48.3,100.5,Mostly Cloudy
10/5/2012 2:00,15.7,12.7,82,17,16.1,100.92,Clear
1/9/2012 23:00,-0.2,-6.1,64,17,25,100.45,Cloudy
1/5/2012 23:00,-9.4,-15.5,61,9,25,100.83,Cloudy
12/4/2012 6:00,4.2,2.6,89,15,25,101.41,Cloudy
6/21/2012 19:00,30.3,17.3,46,30,24.1,100.08,Clear
12/23/2012 6:00,-8.4,-12.3,73,26,25,100.51,Cloudy
9/11/2012 2:00,8.4,6.9,90,9,25,101.6,Clear
5/20/2012 1:00,16.9,8.4,57,6,25,101.64,Clear
2/25/2012 3:00,0.7,-0.8,90,19,4,98,Snow
9/24/2012 2:00,6.9,5.1,88,0,25,101.37,Clear
10/28/2012 13:00,12.9,7.8,71,15,24.1,101.19,Cloudy
1/25/2012 22:00,-5.5,-11.3,64,0,25,101.99,Mostly Cloudy
7/8/2012 12:00,23,7.8,,24,48.3,100.79,Clear
10/13/2012 14:00,9.8,-3.1,,19,48.3,102.2,Mostly Cloudy
5/12/2012 0:00,7.1,-0.6,58,9,25,,Clear
8/14/2012 5:00,19.8,17.3,86,7,24.1,100.84,Mainly Clear
3/30/2012 4:00,-4.3,-10.8,,4,25,101.33,Mainly Clear
11/8/2012 2:00,-1,-6,69,33,25,101.48,Mostly Cloudy
6/21/2012 21:00,28.1,17.7,,20,25,100.13,Mainly Clear
8/17/2012 5:00,17.6,15.3,86,7,25,100.3,Clear
8/30/2012 10:00,21.8,13.3,58,26,48.3,100.88,Mainly Clear
11/8/2012 21:00,0.5,-4.6,69,13,25,101.24,Mainly Clear
6/10/2012 18:00,26.5,9.3,34,15,48.3,101.39,Cloudy
6/24/2012 13:00,27.3,9.9,,17,48.3,100.75,Mostly Cloudy
6/1/2012 11:00,18.4,1,31,17,48.3,101.4,Cloudy
12/25/2012 13:00,-8.7,-14.5,63,7,24.1,101.92,Mostly Cloudy
3/18/2012 0:00,3.8,2.8,93,4,25,101.75,Mainly Clear
10/7/2012 20:00,7.4,0.4,61,6,25,101.33,Cloudy
3/25/2012 23:00,6.4,4.8,89,11,25,100.12,Mostly Cloudy
1/1/2012 17:00,3,0,81,13,16.1,99.81,Cloudy
7/11/2012 3:00,15.1,6,54,4,25,101.55,Clear
7/25/2012 3:00,15.4,12.5,83,11,25,100.65,Clear
11/21/2012 23:00,1,-0.7,88,4,19.3,101.86,Mainly Clear
7/25/2012 15:00,24.8,13.6,50,19,48.3,100.58,Mostly Cloudy
2/4/2012 14:00,-6,-12.7,59,6,48.3,102.05,Mainly Clear
1/30/2012 13:00,-7.5,-15.2,54,22,48.3,101.8,Mainly Clear
12/28/2012 22:00,-9.9,-12.5,81,17,25,101.38,Mainly Clear
5/16/2012 15:00,19.3,10.4,56,32,24.1,100.29,Mostly Cloudy
4/26/2012 22:00,7.6,5.8,88,6,9.7,99.61,"Drizzle,Fog"
3/4/2012 1:00,-0.8,-6,68,24,25,,Mostly Cloudy
12/19/2012 20:00,0.7,0.1,96,11,6.4,101.32,"Snow,Fog"
2/23/2012 18:00,1.6,-3.8,67,15,24.1,99.9,Mainly Clear
1/30/2012 16:00,-7.3,-15.8,51,17,48.3,101.86,Mostly Cloudy
12/10/2012 20:00,2.5,-0.5,,24,25,99.58,Cloudy
5/7/2012 5:00,5.7,0.4,69,4,48.3,101.6,Clear
12/16/2012 4:00,-10.1,-14.5,70,24,25,102.08,Cloudy
1/23/2012 15:00,2.7,,77,30,24.1,100.86,Rain
5/14/2012 14:00,23.2,8.5,39,0,48.3,101.24,Mainly Clear
2/12/2012 14:00,-13.2,-23,44,26,48.3,,Mainly Clear
3/24/2012 16:00,6.1,-9.5,32,7,48.3,101.53,Cloudy
8/21/2012 22:00,18.5,13.3,72,,25,101.33,Mostly Cloudy
6/30/2012 18:00,24.3,16.2,61,22,24.1,99.79,Mostly Cloudy
12/7/2012 5:00,-2.2,-5.5,78,11,25,101.3,Mostly Cloudy
2/9/2012 9:00,-3.5,-8,71,22,24.1,101.25,Mainly Clear
4/3/2012 10:00,4.3,-10.3,34,17,48.3,100.98,Clear
3/5/2012 10:00,-14.4,-21.5,55,26,24.1,101.21,Mostly Cloudy
3/19/2012 13:00,18.5,11,,19,19.3,101.72,Mainly Clear
10/6/2012 2:00,15.4,9.6,68,11,25,,Rain Showers
3/6/2012 6:00,-15.3,-21.3,60,11,24.1,,Clear
7/4/2012 23:00,19.1,15.9,82,11,25,100.37,Clear
1/6/2012 19:00,-10.5,-13.4,79,15,25,100.13,Cloudy
7/28/2012 6:00,18.1,11.5,,17,48.3,101.2,Mostly Cloudy
10/6/2012 19:00,10.2,5.9,75,26,25,100.52,Mostly Cloudy
8/30/2012 16:00,27.8,16.2,49,33,48.3,100.54,Mostly Cloudy
8/18/2012 20:00,18.6,7.9,50,7,25,100.88,Clear
4/6/2012 5:00,-0.1,-8.7,52,15,24.1,101.17,Mostly Cloudy
5/7/2012 17:00,21,-2.9,20,13,48.3,101.07,Mostly Cloudy
2/10/2012 1:00,0.1,-4.1,,19,25,101.13,Clear
11/18/2012 13:00,4,-11.6,31,6,48.3,103.46,Mostly Cloudy
4/18/2012 7:00,2.5,-6.2,53,13,48.3,102.44,Clear
4/4/2012 7:00,4.8,-4.1,52,17,48.3,99.85,Mostly Cloudy
5/15/2012 10:00,20.7,15,,7,24.1,101.17,Mostly Cloudy
1/24/2012 22:00,1.1,-3.4,72,22,25,101.13,Mostly Cloudy
8/27/2012 18:00,22.8,20.3,86,7,25,100.78,Cloudy
8/24/2012 23:00,22.4,13.8,58,13,25,101.79,Mainly Clear
11/18/2012 2:00,-4.6,-6.9,84,0,25,103.63,Clear
7/24/2012 16:00,23.8,11.7,47,20,48.3,100.15,Mostly Cloudy
10/1/2012 18:00,14.6,11.6,82,6,25,100.51,Cloudy
12/9/2012 11:00,-1.7,-4.8,,17,24.1,102.35,Cloudy
7/30/2012 10:00,25,15.8,57,15,48.3,,Mainly Clear
9/27/2012 23:00,9.2,4.6,73,4,25,101.98,Clear
7/12/2012 11:00,27.6,13.5,42,22,48.3,101.54,Mainly Clear
2/19/2012 8:00,-5.8,-9.9,73,7,24.1,101.57,Mostly Cloudy
2/17/2012 18:00,2.3,-3.7,64,22,25,100.69,Mostly Cloudy
12/16/2012 22:00,-3.6,-4.7,92,22,9.7,101.12,Snow
8/24/2012 6:00,16.6,12.9,79,11,48.3,101.76,Mainly Clear
11/22/2012 7:00,0.8,-2.6,,4,24.1,101.85,Mainly Clear
7/29/2012 3:00,17.1,10.8,66,15,25,101.14,Mainly Clear
1/24/2012 23:00,1,-3.4,72,28,25,,Snow Showers
8/27/2012 8:00,24.7,16.7,61,17,24.1,101.33,Mostly Cloudy
3/20/2012 12:00,16.5,6.7,52,9,24.1,101.98,Clear
9/21/2012 13:00,18.2,13.6,75,15,48.3,101,Cloudy
6/20/2012 9:00,26.3,18.5,62,17,24.1,101.09,Mostly Cloudy
10/16/2012 9:00,6,1.3,72,19,24.1,100.27,Mostly Cloudy
6/22/2012 9:00,24.6,17.6,,17,24.1,100.4,Mostly Cloudy
9/3/2012 5:00,14.5,10.3,76,6,25,101.68,Mainly Clear
11/22/2012 17:00,7.1,0.1,61,15,25,101.35,Mainly Clear
11/16/2012 18:00,4.2,-1.5,66,15,25,102.66,Cloudy
8/18/2012 15:00,22,9.3,44,20,48.3,100.79,Mainly Clear
2/2/2012 11:00,-8.3,-14.2,62,19,24.1,101.89,Mostly Cloudy
10/28/2012 2:00,9.9,6.8,81,11,25,101.22,Cloudy
9/7/2012 16:00,25,9.9,,6,48.3,100.7,Mostly Cloudy
1/13/2012 16:00,-3.7,-6,84,11,6.4,98.16,Snow
8/30/2012 23:00,23.7,15.6,,37,25,100.57,Mainly Clear
12/8/2012 16:00,1.8,0.8,93,17,4.8,100.49,"Rain,Fog"
8/17/2012 7:00,19.5,16,80,15,24.1,100.24,Mostly Cloudy
7/25/2012 1:00,15.8,12,,4,25,100.56,Clear
1/19/2012 15:00,-6.7,-15,52,26,48.3,100.88,Cloudy
5/28/2012 15:00,17.5,6.6,,24,48.3,100.94,Cloudy
4/29/2012 13:00,8.4,-11.1,24,32,48.3,101.64,Clear
1/11/2012 15:00,-11.6,-19.9,50,20,24.1,101.61,Mostly Cloudy
1/7/2012 11:00,-5.4,-7.7,,9,9.7,100.08,Freezing Drizzle
8/19/2012 18:00,22.1,12.3,,9,48.3,,Mostly Cloudy
8/15/2012 4:00,18.8,17.7,,4,19.3,100.56,Cloudy
8/25/2012 19:00,27,16.3,,9,25,,Mainly Clear
12/22/2012 1:00,1.2,0.1,92,30,12.9,97.84,Drizzle
9/17/2012 23:00,17,15,,7,25,100.84,Mainly Clear
4/15/2012 10:00,15.5,9.4,67,32,24.1,100.72,Cloudy
3/9/2012 18:00,-2,-8.7,60,7,25,101.52,Mainly Clear
12/1/2012 16:00,-7.9,-12.4,70,20,24.1,102.82,Cloudy
10/12/2012 10:00,5.4,-2.4,,20,24.1,,Mostly Cloudy
7/29/2012 1:00,18.4,13.7,74,13,25,101.16,Clear
1/17/2012 20:00,-3.6,-5.7,,24,3.2,98.98,Freezing Rain
3/15/2012 10:00,0.4,-1.6,86,22,19.3,102.31,Cloudy
12/25/2012 21:00,-9.7,-12.5,,4,25,102.28,Clear
12/20/2012 20:00,0.1,-2.4,83,20,25,101.12,Mostly Cloudy
4/10/2012 16:00,6.7,2.9,77,20,24.1,99.77,Mostly Cloudy
3/29/2012 4:00,0.6,-2.1,,11,25,,Cloudy
2/28/2012 11:00,-6.5,-13.1,59,9,48.3,102.69,Clear
2/4/2012 1:00,-4.5,-6.7,,11,25,101.98,Mostly Cloudy
4/27/2012 23:00,0.3,-7.7,55,17,25,101.5,Cloudy
4/13/2012 22:00,10.3,-1.3,44,20,25,,Mainly Clear
7/17/2012 15:00,25.8,22,80,4,24.1,99.69,Cloudy
6/19/2012 3:00,18.3,14.1,,9,25,101.12,Clear
7/5/2012 7:00,19.4,14.7,74,17,24.1,100.68,Mainly Clear
6/28/2012 21:00,23.6,14.3,,11,25,99.95,Mainly Clear
6/6/2012 21:00,16.3,9.7,65,11,25,101.04,Mostly Cloudy
7/5/2012 21:00,23.1,17.1,69,9,25,,Clear
2/11/2012 13:00,-12.1,-16.4,70,7,24.1,100.85,Mostly Cloudy
8/18/2012 4:00,14.8,10.9,77,11,25,,Mainly Clear
5/5/2012 15:00,15.4,-1,32,6,48.3,101.55,Mainly Clear
1/16/2012 20:00,-14,-18.3,70,13,25,101.19,Cloudy
6/10/2012 1:00,15.6,9.3,,4,25,101.07,Clear
6/25/2012 19:00,15,10.9,76,22,24.1,100.14,Cloudy
11/15/2012 4:00,-3.6,-6.3,82,9,25,103,Clear
3/9/2012 7:00,-5,-9.7,70,15,24.1,101.31,Clear
9/20/2012 11:00,16.2,6.9,,19,48.3,101.65,Clear
12/26/2012 17:00,-10.2,-13.9,74,22,25,102.16,Cloudy
10/18/2012 0:00,11.1,4.8,65,6,25,100.92,Cloudy
8/21/2012 10:00,21.8,,50,,48.3,101.18,Mainly Clear
9/7/2012 18:00,23.5,,48,0,24.1,100.6,Cloudy
12/2/2012 11:00,6.2,3.2,81,28,24.1,101.16,Cloudy
12/1/2012 22:00,-4.8,,76,13,19.3,102.36,Snow
1/9/2012 11:00,-3.7,-7.2,77,7,24.1,101.54,Snow
11/26/2012 2:00,-5,-10,,7,25,100.57,Mainly Clear
8/4/2012 2:00,22,15,64,7,25,101.59,Mostly Cloudy
10/6/2012 9:00,9.5,8.6,94,7,24.1,100.33,Rain
7/18/2012 3:00,19.3,17.2,,9,25,100.33,Clear
8/5/2012 0:00,25.7,19,67,19,25,101.24,Clear
8/4/2012 22:00,26.5,18.2,60,13,25,101.28,Mainly Clear
6/27/2012 23:00,17.5,14.1,80,9,25,100.17,Cloudy
3/4/2012 8:00,-5.9,-13.8,54,13,24.1,99.97,Mostly Cloudy
4/7/2012 11:00,6,-9.2,,13,48.3,101.51,Mostly Cloudy
10/4/2012 21:00,14.4,13.7,96,6,9.7,101.07,Fog
3/4/2012 14:00,-5.7,-13.4,,19,48.3,99.9,Mostly Cloudy
7/25/2012 2:00,15.4,12.5,83,9,25,100.59,Clear
8/17/2012 14:00,24.8,18.6,68,24,24.1,100.06,Cloudy
10/23/2012 0:00,6.2,4.1,86,6,25,101.36,Clear
1/12/2012 6:00,-7.6,-13.1,65,28,25,,Cloudy
6/23/2012 3:00,19.5,,63,13,25,100.65,Mainly Clear
4/5/2012 15:00,7.6,-5.9,38,19,24.1,100.67,Mainly Clear
6/9/2012 14:00,23.2,7.2,36,7,48.3,100.68,Mostly Cloudy
11/2/2012 23:00,5.6,2.8,82,13,25,100.02,Rain Showers
11/29/2012 15:00,-1.2,-4.6,,22,24.1,101.4,Snow
7/13/2012 21:00,27.4,16.4,,11,25,101.38,Mainly Clear
5/7/2012 10:00,17.1,-5.9,20,13,48.3,,Clear
9/8/2012 19:00,19.9,14.6,72,37,25,99.44,Mostly Cloudy
8/6/2012 19:00,21.6,,57,9,48.3,101.02,Clear
3/14/2012 16:00,1.5,1.2,,13,8,101.82,"Drizzle,Fog"
6/11/2012 13:00,28.7,18.3,,15,24.1,101.4,Cloudy
9/23/2012 9:00,12,,70,24,48.3,100.9,Mainly Clear
1/18/2012 4:00,-6.1,-10.9,69,48,25,99.36,Snow
4/27/2012 5:00,3.3,-0.6,76,26,24.1,100.03,Rain Showers
11/28/2012 9:00,-1.1,-3.4,84,6,24.1,,Mostly Cloudy
8/5/2012 4:00,24.3,19.6,75,19,25,101.04,Mainly Clear
1/1/2012 8:00,-1.4,-3.6,85,9,8,101.23,Fog
1/5/2012 3:00,-5,-7.7,81,11,9.7,100.24,Snow
6/23/2012 5:00,19.3,12.4,,15,48.3,100.82,Mostly Cloudy
9/3/2012 7:00,16.3,12.2,,7,48.3,101.69,Mainly Clear
2/19/2012 1:00,-4.5,-9.8,66,19,25,101.46,Mainly Clear
8/7/2012 8:00,21.2,16.4,74,17,48.3,101.01,Mainly Clear
8/29/2012 13:00,23.5,7.9,37,32,48.3,100.98,Clear
12/5/2012 4:00,7.2,4.8,85,15,25,100.55,Mainly Clear
3/6/2012 7:00,-14.8,-20.7,61,,48.3,103,Clear
1/28/2012 21:00,2.1,-1.7,76,24,25,99.95,Mainly Clear
7/22/2012 4:00,21.9,15.3,,15,25,101.15,Mainly Clear
12/27/2012 7:00,-6.5,-7.6,92,44,1.2,100.73,Snow
8/3/2012 6:00,22.5,18.3,77,13,24.1,100.74,Mainly Clear
11/13/2012 14:00,5.6,-6.5,41,30,24.1,102.18,Mainly Clear
10/30/2012 7:00,15,11.1,77,30,19.3,99.45,Rain Showers
7/14/2012 10:00,30.2,17.7,47,17,48.3,101.46,Mainly Clear
3/12/2012 12:00,10.8,0.4,49,9,48.3,101.94,Mostly Cloudy
5/2/2012 20:00,14.2,9,71,11,25,101.34,Mostly Cloudy
10/4/2012 15:00,15.9,14.7,,4,9.7,101.24,Fog
12/18/2012 19:00,1.4,0.7,95,15,8,99.53,Rain
2/1/2012 18:00,-4,-6.9,80,0,4,100.68,"Snow,Haze"
12/2/2012 20:00,6.6,6.5,99,13,3.2,100.68,"Drizzle,Fog"
8/3/2012 0:00,24.4,16.9,,17,25,100.5,Mainly Clear
4/28/2012 1:00,-0.2,-8.2,55,19,25,101.51,Cloudy
10/22/2012 20:00,10.3,5.8,74,13,25,101.24,Mainly Clear
3/28/2012 1:00,-1.1,-4.5,78,11,16.1,101.39,Snow
11/9/2012 5:00,-5.4,-6.7,91,7,25,101.22,Mainly Clear
4/22/2012 23:00,2,-0.7,82,41,19.3,100.89,Rain
10/7/2012 4:00,5.3,3.7,,13,25,101.09,Clear
6/9/2012 23:00,16.9,7.8,55,4,25,100.97,Mainly Clear
10/11/2012 11:00,8.7,1.2,59,24,48.3,101.2,Mostly Cloudy
11/22/2012 21:00,5.6,0.8,71,17,25,101.24,Mainly Clear
4/29/2012 17:00,9,-11.5,22,30,48.3,101.72,Clear
5/30/2012 19:00,20.5,8,,0,48.3,100.08,Mainly Clear
3/1/2012 23:00,-4.3,-7.1,81,22,4.8,101.04,Snow
10/16/2012 4:00,6.6,3,78,22,25,99.94,Cloudy
3/3/2012 6:00,1.5,-1.6,80,,25,99.02,Mainly Clear
10/21/2012 0:00,9.2,6.3,82,13,25,100.07,Mainly Clear
2/23/2012 2:00,1.1,-1.1,85,7,25,99.17,Snow
9/25/2012 2:00,11.7,5.3,,20,25,100.88,Mostly Cloudy
2/14/2012 22:00,-0.5,-5.7,68,0,25,101.21,Cloudy
8/19/2012 8:00,17.5,13.3,76,15,48.3,101.06,Clear
11/14/2012 15:00,4.6,-7.4,,6,48.3,103.15,Clear
4/1/2012 12:00,5.8,,67,0,24.1,100.35,Rain
2/26/2012 7:00,-12.1,-17.8,62,22,48.3,102.07,Clear
4/22/2012 11:00,4.6,-0.2,71,22,48.3,101.24,Cloudy
7/20/2012 8:00,19.3,10.1,55,9,48.3,101.57,Mainly Clear
11/1/2012 22:00,5.6,3.6,87,20,25,99.37,Rain
10/19/2012 5:00,11.7,8.7,82,17,19.3,100.96,Rain Showers
2/23/2012 9:00,1.1,-1.8,81,17,24.1,99.32,Mostly Cloudy
1/18/2012 8:00,-10.9,-16.6,63,35,24.1,100.43,Mainly Clear
12/17/2012 14:00,0.8,0.1,95,19,4,100.65,"Snow,Fog"
1/11/2012 2:00,-12,-18.9,56,19,25,101.57,Clear
9/7/2012 11:00,22.6,15.4,,19,48.3,,Mostly Cloudy
7/30/2012 5:00,17.9,16.7,93,0,24.1,101.27,Mainly Clear
8/28/2012 7:00,21.4,19.5,89,15,19.3,100.53,Mostly Cloudy
11/16/2012 14:00,5.3,-2.1,59,13,24.1,102.5,Mainly Clear
7/6/2012 4:00,19.3,16.2,,7,25,100.75,Clear
6/14/2012 2:00,13,5.4,,9,25,101.93,Clear
9/28/2012 23:00,13.1,9.2,77,11,19.3,101.29,Cloudy
3/10/2012 21:00,-2.3,-8.1,64,11,25,102.54,Mostly Cloudy
6/5/2012 2:00,12.7,6.3,,13,25,100.82,Mostly Cloudy
5/6/2012 14:00,15.7,-2.3,29,9,48.3,101.61,Mainly Clear
12/20/2012 21:00,0.7,-2.3,80,22,25,101,Cloudy
2/29/2012 14:00,-2.9,-11.7,51,13,24.1,101.89,Mostly Cloudy
1/23/2012 17:00,3.1,-0.4,78,28,16.1,100.61,Rain
6/18/2012 10:00,22.6,14.2,59,19,48.3,101.15,Mostly Cloudy
11/4/2012 3:00,3.1,-1.2,73,17,25,100.88,Mostly Cloudy
11/16/2012 11:00,3.1,-2.5,67,15,24.1,102.53,Mostly Cloudy
11/14/2012 23:00,0.4,-6.2,61,11,25,103.12,Clear
11/15/2012 8:00,-2.1,-5.1,80,11,24.1,102.99,Cloudy
8/9/2012 1:00,22.8,16.7,,11,25,100.89,Mostly Cloudy
8/19/2012 10:00,20.6,,68,9,48.3,,Mainly Clear
5/4/2012 2:00,13.1,11,87,13,9.7,100.75,"Drizzle,Fog"
10/26/2012 17:00,15.7,11.6,77,9,24.1,,Mainly Clear
5/1/2012 17:00,10,8.4,90,7,4,101.21,"Rain,Fog"
12/13/2012 21:00,0.6,-2.3,81,15,25,101.9,Mostly Cloudy
4/11/2012 5:00,0.7,-0.8,90,6,24.1,100.4,Mostly Cloudy
10/5/2012 18:00,19,14.8,77,24,25,100.53,Cloudy
7/31/2012 15:00,28.8,18.4,53,19,24.1,100.64,Mainly Clear
4/18/2012 0:00,2.9,-5.1,56,13,25,102.2,Clear
12/9/2012 6:00,0.8,-1.5,85,11,25,101.84,Cloudy
10/10/2012 18:00,8.9,7.1,88,19,25,100.25,Mostly Cloudy
12/21/2012 1:00,1.1,-0.7,88,17,6.4,,"Rain,Snow,Ice Pellets"
12/8/2012 18:00,1.1,0.5,96,9,6.4,100.54,"Rain,Fog"
10/20/2012 5:00,12.5,12,97,4,8,99.84,Fog
8/4/2012 13:00,31.2,18.1,46,11,24.1,101.56,Clear
11/17/2012 14:00,2.8,-7.4,47,6,48.3,103.43,Mainly Clear
8/5/2012 14:00,24.9,22.9,89,26,16.1,100.42,Rain Showers
10/26/2012 19:00,13.5,11,85,7,25,101.39,Mainly Clear
6/4/2012 2:00,11.8,7.6,75,22,25,100.32,Cloudy
5/2/2012 14:00,13,8.5,,11,16.1,101.51,Mostly Cloudy
9/15/2012 15:00,14.2,11.4,83,13,24.1,101.41,Mostly Cloudy
8/23/2012 13:00,27,15.6,,26,48.3,101.37,Mostly Cloudy
11/28/2012 10:00,0,-4.1,74,4,24.1,101.76,Mostly Cloudy
6/26/2012 6:00,15.6,10.2,70,17,24.1,100.18,Mostly Cloudy
10/16/2012 2:00,7.6,1.8,,30,25,99.88,Mainly Clear
8/29/2012 9:00,19.6,7.9,,22,48.3,101.11,Clear
4/6/2012 1:00,2.8,-8.4,,17,25,100.98,Mostly Cloudy
11/20/2012 20:00,3.4,-2,68,9,19.3,,Mostly Cloudy
5/6/2012 21:00,12.3,-1,40,6,25,,Mainly Clear
11/15/2012 13:00,2.6,-5.6,55,13,24.1,102.65,Mostly Cloudy
10/19/2012 19:00,13.5,12.4,,7,9.7,100.29,Rain
6/25/2012 15:00,18.8,10.8,60,28,24.1,100.09,Mostly Cloudy
11/29/2012 13:00,-1.4,,86,17,24.1,,Snow
5/30/2012 17:00,23.1,8.4,39,24,48.3,100.04,Clear
11/12/2012 5:00,-0.2,-1.2,93,11,19.3,101.91,Clear
6/13/2012 0:00,18.5,16.1,86,11,25,,Mostly Cloudy
2/22/2012 0:00,0.5,,83,19,9.7,100.1,Snow
1/19/2012 2:00,-14.3,-17.4,,6,25,101.86,Clear
7/22/2012 17:00,29.1,17.9,51,17,24.1,101.02,Mostly Cloudy
7/29/2012 8:00,20.5,13.3,63,13,24.1,101.31,Mainly Clear
2/9/2012 20:00,0.5,-6.6,59,17,25,,Clear
1/18/2012 0:00,2.1,0.7,90,11,8,98.31,Fog
1/30/2012 3:00,-6.1,-10.3,,,25,101.07,Clear
9/24/2012 21:00,11.7,6.2,69,17,25,101.06,Mostly Cloudy
6/24/2012 22:00,18.3,13.1,72,9,25,100.6,Cloudy
3/2/2012 14:00,-4.1,-6.1,86,15,8,101.03,Fog
8/12/2012 15:00,26.2,16.9,57,15,48.3,100.58,Mainly Clear
1/12/2012 17:00,-5.1,-7.6,83,33,1,99.83,Snow
6/28/2012 22:00,22.5,15,,11,25,99.88,Mostly Cloudy
10/6/2012 13:00,11.8,9,83,20,24.1,100.3,Cloudy
2/23/2012 13:00,2.1,-2.1,74,20,16.1,99.49,Snow Showers
6/13/2012 4:00,18.7,15.6,82,22,24.1,100.54,Mostly Cloudy
7/13/2012 16:00,31.6,11.8,30,22,48.3,101.4,Clear
12/23/2012 21:00,-8,-11.2,,,25,100.62,Mainly Clear
2/15/2012 16:00,2.2,0.2,87,6,12.9,101.75,Rain
9/14/2012 6:00,16.6,14.5,87,6,24.1,101.65,Cloudy
3/5/2012 1:00,-13.6,-18.5,66,24,25,100.33,Mainly Clear
2/22/2012 23:00,2.6,,77,13,25,99.27,Cloudy
2/11/2012 22:00,-13.5,-18.2,68,6,25,100.7,Clear
7/31/2012 10:00,27.3,19.8,64,11,24.1,100.97,Mainly Clear
7/30/2012 4:00,19,15.6,81,6,25,101.22,Mainly Clear
6/26/2012 16:00,15.8,12.4,,17,24.1,100,Cloudy
8/13/2012 3:00,20.2,18,87,9,25,,Mainly Clear
12/16/2012 16:00,-7,-8.7,88,35,4,101.33,"Snow,Fog"
1/29/2012 9:00,-2.1,-8.5,62,32,24.1,,Cloudy
4/18/2012 3:00,1.1,-7,55,11,25,102.25,Clear
10/26/2012 5:00,7,5,87,9,16.1,101.52,Clear
7/31/2012 9:00,25.9,19.5,68,7,24.1,100.98,Mainly Clear
4/5/2012 19:00,5.6,-7.7,38,26,25,100.82,Mostly Cloudy
7/20/2012 18:00,24.6,9.6,,4,48.3,101.35,Mainly Clear
11/11/2012 6:00,0.5,-2.3,81,17,25,102.26,Rain
3/6/2012 14:00,-5.8,-15.8,45,9,48.3,,Mainly Clear
5/15/2012 8:00,17.3,13.9,80,11,24.1,,Cloudy
4/3/2012 7:00,0.3,-11.3,41,11,48.3,101.09,Clear
8/5/2012 16:00,31.1,22,58,28,24.1,100.26,Mostly Cloudy
9/30/2012 20:00,11.6,11.6,,9,8,100,"Rain,Fog"
1/26/2012 15:00,-3,-14.1,,13,24.1,101.53,Mostly Cloudy
4/18/2012 9:00,4.5,-5.7,47,9,48.3,102.41,Clear
9/27/2012 2:00,7.4,5.9,,9,25,101.56,Mainly Clear
11/28/2012 15:00,0,-0.8,94,15,2.4,101.37,Snow Showers
10/16/2012 0:00,9.8,3.8,,28,25,99.81,Mainly Clear
11/3/2012 7:00,3.5,0.3,80,20,24.1,100.33,Cloudy
2/15/2012 20:00,1.5,0.2,91,7,6.4,101.91,Rain
9/8/2012 3:00,21.1,16.2,74,9,25,99.98,Cloudy
3/13/2012 3:00,4.6,-0.2,71,15,25,100.87,Cloudy
12/22/2012 18:00,-6,-8.7,81,33,4.8,99.62,Snow
7/12/2012 13:00,29.6,13.6,,24,48.3,101.46,Mainly Clear
12/23/2012 23:00,-8.3,-10.9,,9,25,100.76,Cloudy
12/10/2012 8:00,1.7,0.8,94,17,6.4,99.98,"Moderate Rain,Fog"
8/24/2012 1:00,19.2,15.6,80,13,25,,Mainly Clear
8/9/2012 3:00,21.8,17.4,76,9,25,100.89,Cloudy
4/30/2012 3:00,2.4,-9.2,42,0,25,102.09,Clear
1/21/2012 11:00,-15.9,-21.2,64,19,24.1,102.09,Snow
1/24/2012 0:00,3.5,2.3,92,17,12.9,100.04,Rain
3/4/2012 7:00,-5.7,-12.6,58,22,24.1,,Mostly Cloudy
12/20/2012 4:00,-0.7,-3.4,82,15,25,101.72,Cloudy
3/15/2012 14:00,3.4,-0.1,78,22,24.1,102.05,Cloudy
9/30/2012 23:00,11.5,11.2,98,15,6.4,99.72,"Rain,Fog"
6/10/2012 19:00,26,9,34,9,48.3,101.47,Mostly Cloudy
6/23/2012 15:00,26.4,5.7,27,13,48.3,100.86,Mostly Cloudy
2/6/2012 14:00,3,-3.3,63,33,24.1,100.45,Mostly Cloudy
12/30/2012 10:00,-12.4,-16,74,24,24.1,100.82,Cloudy
